DateKey,SalesPerson,SalesProductKey,CustomerKey,Sales,Cost Of Goods
3/16/2022,30788336,1021,604,902,90%
3/16/2022,30788164,1033,717,543,87%
3/16/2022,30788253,1066,603,769,93%
3/16/2022,30788216,1001,108,665,93%
3/16/2022,30788369,1046,702,806,88%
3/16/2022,30788336,1059,618,219,89%
3/16/2022,30788164,1019,620,188,87%
3/16/2022,30788216,1066,615,473,90%
3/16/2022,30788253,1023,509,811,94%
3/16/2022,30788362,1047,606,956,89%
3/16/2022,30788253,1049,404,80,95%
3/16/2022,30788164,1053,408,594,91%
3/16/2022,30788216,1046,417,460,95%
3/16/2022,30788253,1017,608,489,86%
3/16/2022,30788164,1025,316,861,91%
3/17/2022,30788164,1026,312,299,92%
3/17/2022,30788362,1017,618,126,86%
3/17/2022,30788369,1064,620,634,86%
3/17/2022,30788253,1025,117,208,93%
3/17/2022,30788253,1034,618,177,91%
3/17/2022,30788164,1027,605,644,91%
3/17/2022,30788362,1027,504,875,93%
3/17/2022,30788369,1025,711,13,88%
3/17/2022,30788164,1036,615,382,94%
3/17/2022,30788253,1055,419,165,91%
3/17/2022,30788253,1022,520,32,85%
3/17/2022,30788164,1020,604,510,90%
3/17/2022,30788362,1006,616,500,89%
3/17/2022,30788253,1010,514,487,88%
3/17/2022,30788362,1052,615,395,91%
3/17/2022,30788369,1009,511,518,88%
3/17/2022,30788164,1040,305,910,93%
3/17/2022,30788253,1034,617,234,90%
3/17/2022,30788362,1042,320,329,94%
3/17/2022,30788253,1051,610,961,91%
3/17/2022,30788164,1023,406,532,94%
3/17/2022,30788369,1067,219,969,91%
3/17/2022,30788362,1022,609,302,86%
3/17/2022,30788253,1043,607,841,92%
3/17/2022,30788362,1008,301,815,94%
3/17/2022,30788253,1011,518,38,88%
3/17/2022,30788253,1020,705,863,92%
3/17/2022,30788336,1034,403,781,93%
3/17/2022,30788253,1048,503,572,92%
3/17/2022,30788369,1002,601,294,88%
3/17/2022,30788164,1069,402,250,95%
3/17/2022,30788164,1019,415,831,95%
3/17/2022,30788164,1015,603,657,95%
3/17/2022,30788369,1027,319,15,87%
3/17/2022,30788253,1017,605,980,89%
3/17/2022,30788369,1017,512,601,89%
3/17/2022,30788216,1054,207,31,90%
3/17/2022,30788369,1006,511,334,88%
3/17/2022,30788164,1038,401,67,90%
3/17/2022,30788253,1059,416,323,92%
3/17/2022,30788164,1002,417,98,92%
3/17/2022,30788336,1009,607,712,87%
3/17/2022,30788253,1016,420,352,86%
3/17/2022,30788164,1052,612,80,89%
3/17/2022,30788369,1056,617,822,91%
3/17/2022,30788369,1046,507,627,95%
3/17/2022,30788216,1027,319,88,92%
3/17/2022,30788369,1056,617,35,88%
3/17/2022,30788369,1046,507,665,85%
3/17/2022,30788216,1027,319,630,93%
3/17/2022,30788253,1016,420,803,85%
3/17/2022,30788164,1052,612,950,93%
3/17/2022,30788369,1056,617,421,93%
3/17/2022,30788369,1046,507,366,88%
3/17/2022,30788216,1027,319,186,89%
3/17/2022,30788253,1016,420,296,95%
3/17/2022,30788164,1052,612,580,91%
3/17/2022,30788369,1056,617,825,85%
3/17/2022,30788336,1011,506,410,87%
3/17/2022,30788362,1028,304,376,86%
3/17/2022,30788369,1031,408,161,95%
3/18/2022,30788362,1057,602,105,95%
3/18/2022,30788253,1023,609,774,87%
3/18/2022,30788164,1045,219,195,95%
3/18/2022,30788164,1016,407,176,92%
3/18/2022,30788369,1066,508,468,92%
3/18/2022,30788369,1037,413,597,94%
3/18/2022,30788216,1019,711,672,88%
3/18/2022,30788369,1027,202,326,92%
3/18/2022,30788253,1001,308,758,85%
3/18/2022,30788362,1060,520,605,88%
3/18/2022,30788369,1042,512,199,87%
3/18/2022,30788369,1061,710,706,92%
3/18/2022,30788253,1021,503,273,85%
3/18/2022,30788362,1012,417,300,93%
3/18/2022,30788253,1037,616,941,87%
3/18/2022,30788362,1019,603,137,87%
3/18/2022,30788369,1011,420,90,88%
3/18/2022,30788369,1029,616,461,92%
3/18/2022,30788253,1004,606,186,92%
3/18/2022,30788336,1052,518,666,93%
3/18/2022,30788369,1023,120,657,91%
3/18/2022,30788164,1015,107,231,90%
3/18/2022,30788216,1031,212,844,93%
3/18/2022,30788369,1022,610,447,92%
3/18/2022,30788369,1011,608,863,90%
3/18/2022,30788164,1008,506,463,90%
3/18/2022,30788362,1030,601,924,95%
3/18/2022,30788216,1036,612,642,86%
3/18/2022,30788336,1009,519,183,93%
3/18/2022,30788362,1041,606,677,91%
3/18/2022,30788369,1031,511,147,92%
3/18/2022,30788253,1020,419,211,88%
3/18/2022,30788253,1029,607,128,88%
3/18/2022,30788369,1013,418,929,89%
3/18/2022,30788164,1022,407,462,92%
3/18/2022,30788253,1016,716,263,90%
3/18/2022,30788369,1057,601,898,87%
3/18/2022,30788253,1005,605,346,89%
3/18/2022,30788164,1060,610,493,92%
3/18/2022,30788362,1045,410,436,86%
3/18/2022,30788164,1035,512,562,94%
3/18/2022,30788164,1026,606,347,89%
3/18/2022,30788253,1034,611,68,87%
3/18/2022,30788164,1008,318,94,87%
3/18/2022,30788369,1055,606,522,89%
3/18/2022,30788164,1048,516,540,85%
3/18/2022,30788369,1059,601,431,86%
3/18/2022,30788253,1004,514,803,92%
3/18/2022,30788336,1009,518,226,92%
3/18/2022,30788369,1006,603,624,85%
3/18/2022,30788253,1015,615,790,95%
3/18/2022,30788253,1006,618,935,90%
3/18/2022,30788164,1016,520,259,92%
3/18/2022,30788253,1065,320,320,95%
3/18/2022,30788369,1070,717,103,86%
3/18/2022,30788369,1032,514,396,92%
3/18/2022,30788164,1050,604,283,89%
3/18/2022,30788253,1034,413,913,93%
3/18/2022,30788369,1020,318,845,89%
3/18/2022,30788253,1003,608,292,90%
3/18/2022,30788336,1052,619,225,87%
3/19/2022,30788164,1029,209,950,91%
3/19/2022,30788216,1002,602,505,90%
3/19/2022,30788336,1005,606,336,85%
3/19/2022,30788336,1025,504,969,85%
3/19/2022,30788369,1025,515,294,85%
3/19/2022,30788369,1032,513,462,93%
3/19/2022,30788164,1016,503,791,92%
3/19/2022,30788253,1051,513,684,92%
3/19/2022,30788253,1026,513,65,91%
3/19/2022,30788253,1036,515,567,94%
3/19/2022,30788362,1047,508,308,89%
3/19/2022,30788164,1039,304,553,95%
3/19/2022,30788164,1060,204,344,85%
3/19/2022,30788253,1043,618,110,87%
3/19/2022,30788253,1043,618,611,86%
3/19/2022,30788253,1043,618,750,87%
3/19/2022,30788164,1025,318,117,94%
3/19/2022,30788164,1041,520,400,95%
3/19/2022,30788336,1043,710,615,94%
3/19/2022,30788336,1054,614,92,93%
3/19/2022,30788216,1024,616,420,89%
3/19/2022,30788164,1054,402,663,90%
3/19/2022,30788336,1067,414,534,86%
3/19/2022,30788362,1038,414,571,89%
3/19/2022,30788164,1033,520,368,93%
3/19/2022,30788164,1003,618,682,92%
3/19/2022,30788369,1044,602,697,87%
3/19/2022,30788369,1009,613,688,95%
3/19/2022,30788216,1030,612,208,93%
3/19/2022,30788164,1048,512,866,92%
3/19/2022,30788336,1020,620,497,88%
3/19/2022,30788369,1069,317,745,93%
3/19/2022,30788216,1061,505,933,91%
3/19/2022,30788369,1039,510,764,89%
3/19/2022,30788164,1020,514,496,89%
3/19/2022,30788362,1044,603,676,89%
3/19/2022,30788164,1052,717,783,95%
3/19/2022,30788336,1061,712,611,87%
3/19/2022,30788369,1050,208,538,88%
3/19/2022,30788164,1015,513,186,85%
3/19/2022,30788369,1051,501,531,90%
3/19/2022,30788253,1014,610,857,92%
3/19/2022,30788336,1058,513,349,94%
3/19/2022,30788369,1001,601,163,91%
3/19/2022,30788369,1052,210,546,87%
3/19/2022,30788362,1046,503,504,92%
3/19/2022,30788369,1053,509,650,95%
3/19/2022,30788164,1048,605,855,92%
3/19/2022,30788164,1068,509,405,85%
3/19/2022,30788369,1046,308,493,86%
3/19/2022,30788164,1037,517,362,92%
3/19/2022,30788253,1027,611,282,85%
3/19/2022,30788253,1001,408,524,95%
3/19/2022,30788216,1045,202,446,87%
3/19/2022,30788369,1070,514,395,91%
3/19/2022,30788164,1042,509,62,87%
3/19/2022,30788253,1069,607,448,87%
3/19/2022,30788253,1038,606,541,88%
3/19/2022,30788362,1038,605,348,87%
3/19/2022,30788336,1001,401,593,93%
3/19/2022,30788369,1002,116,276,93%
3/20/2022,30788164,1034,307,378,85%
3/20/2022,30788164,1046,520,614,95%
3/20/2022,30788216,1056,113,81,86%
3/20/2022,30788369,1012,609,223,90%
3/20/2022,30788362,1062,406,791,88%
3/20/2022,30788216,1051,604,101,88%
3/20/2022,30788369,1070,719,875,93%
3/20/2022,30788164,1025,519,573,95%
3/20/2022,30788164,1059,218,740,88%
3/20/2022,30788164,1013,606,495,89%
3/20/2022,30788362,1016,414,303,89%
3/20/2022,30788164,1067,602,336,85%
3/20/2022,30788253,1044,618,338,95%
3/20/2022,30788253,1022,410,948,94%
3/20/2022,30788253,1044,618,660,91%
3/20/2022,30788253,1022,410,984,92%
3/20/2022,30788253,1044,618,917,88%
3/20/2022,30788253,1022,410,241,92%
3/20/2022,30788253,1044,618,629,92%
3/20/2022,30788369,1021,402,977,94%
3/20/2022,30788369,1026,613,49,95%
3/20/2022,30788362,1054,606,893,94%
3/20/2022,30788362,1038,616,72,87%
3/20/2022,30788369,1063,216,83,92%
3/20/2022,30788362,1067,408,776,94%
3/20/2022,30788164,1068,604,759,88%
3/20/2022,30788164,1032,618,742,91%
3/20/2022,30788253,1043,503,593,89%
3/20/2022,30788253,1065,620,575,95%
3/20/2022,30788253,1035,516,779,88%
3/20/2022,30788369,1004,516,330,90%
3/20/2022,30788369,1007,606,974,95%
3/20/2022,30788216,1037,511,315,95%
3/20/2022,30788253,1045,605,566,94%
3/20/2022,30788164,1055,613,961,87%
3/20/2022,30788362,1065,114,28,92%
3/20/2022,30788336,1017,507,690,95%
3/20/2022,30788336,1036,104,196,92%
3/20/2022,30788362,1058,502,956,94%
3/20/2022,30788369,1004,514,930,87%
3/20/2022,30788369,1066,603,67,92%
3/20/2022,30788336,1025,206,427,86%
3/20/2022,30788253,1016,602,495,88%
3/20/2022,30788164,1058,607,527,92%
3/20/2022,30788362,1035,606,548,95%
3/20/2022,30788369,1041,614,992,94%
3/20/2022,30788336,1041,102,880,92%
3/20/2022,30788369,1044,612,114,89%
3/20/2022,30788253,1041,619,584,91%
3/20/2022,30788253,1060,608,202,93%
3/20/2022,30788216,1022,612,873,94%
3/20/2022,30788369,1008,301,874,86%
3/20/2022,30788369,1019,505,674,91%
3/20/2022,30788216,1057,19,38,95%
3/20/2022,30788253,1043,503,432,92%
3/20/2022,30788336,1016,501,912,86%
3/20/2022,30788216,1005,605,409,95%
3/20/2022,30788369,1040,518,206,86%
3/20/2022,30788253,1025,513,994,88%
3/20/2022,30788253,1048,502,43,93%
3/20/2022,30788253,1009,509,611,90%
3/21/2022,30788164,1019,517,661,91%
3/21/2022,30788369,1031,503,330,95%
3/21/2022,30788216,1054,306,295,85%
3/21/2022,30788164,1015,405,264,88%
3/21/2022,30788369,1049,308,481,94%
3/21/2022,30788369,1062,415,522,91%
3/21/2022,30788362,1065,409,465,89%
3/21/2022,30788216,1004,308,22,93%
3/21/2022,30788253,1037,415,440,85%
3/21/2022,30788164,1068,607,561,90%
3/21/2022,30788216,1035,406,387,95%
3/21/2022,30788336,1045,410,310,86%
3/21/2022,30788362,1034,603,923,95%
3/21/2022,30788369,1033,605,430,94%
3/21/2022,30788164,1038,409,467,94%
3/21/2022,30788164,1051,312,535,93%
3/21/2022,30788369,1030,117,308,95%
3/21/2022,30788369,1064,310,84,89%
3/21/2022,30788253,1055,511,710,89%
3/21/2022,30788362,1068,720,681,91%
3/21/2022,30788216,1042,414,137,88%
3/21/2022,30788164,1019,607,911,95%
3/21/2022,30788216,1042,611,503,88%
3/21/2022,30788369,1062,218,844,91%
3/21/2022,30788336,1041,303,218,95%
3/21/2022,30788253,1009,617,856,92%
3/21/2022,30788369,1057,515,776,94%
3/21/2022,30788216,1006,516,863,93%
3/21/2022,30788253,1025,509,842,88%
3/21/2022,30788164,1042,520,444,95%
3/21/2022,30788369,1053,613,781,85%
3/21/2022,30788216,1048,506,539,94%
3/21/2022,30788164,1055,501,962,91%
3/21/2022,30788362,1040,605,62,88%
3/21/2022,30788253,1045,509,587,90%
3/21/2022,30788164,1048,205,704,89%
3/21/2022,30788216,1035,303,854,88%
3/21/2022,30788369,1036,609,82,95%
3/21/2022,30788253,1018,503,920,91%
3/21/2022,30788362,1055,702,44,94%
3/21/2022,30788164,1031,403,402,88%
3/21/2022,30788362,1028,401,362,89%
3/21/2022,30788362,1055,702,161,85%
3/21/2022,30788164,1031,403,67,93%
3/21/2022,30788362,1028,401,107,95%
3/21/2022,30788253,1018,503,999,88%
3/21/2022,30788362,1055,702,272,95%
3/21/2022,30788164,1031,403,17,89%
3/21/2022,30788362,1028,401,650,95%
3/21/2022,30788253,1018,503,599,87%
3/21/2022,30788362,1055,702,631,89%
3/21/2022,30788369,1032,616,207,93%
3/21/2022,30788216,1047,618,165,93%
3/21/2022,30788362,1022,605,229,87%
3/21/2022,30788253,1015,411,73,90%
3/21/2022,30788362,1001,602,380,90%
3/21/2022,30788253,1042,411,242,95%
3/21/2022,30788253,1007,611,70,95%
3/21/2022,30788362,1026,619,897,93%
3/21/2022,30788253,1004,510,868,87%
3/21/2022,30788369,1041,19,782,87%
3/22/2022,30788369,1009,610,670,92%
3/22/2022,30788164,1048,411,892,86%
3/22/2022,30788164,1011,420,808,92%
3/22/2022,30788369,1065,612,993,87%
3/22/2022,30788164,1031,603,517,93%
3/22/2022,30788362,1052,205,323,89%
3/22/2022,30788253,1009,318,886,87%
3/22/2022,30788369,1023,506,241,93%
3/22/2022,30788362,1065,110,368,91%
3/22/2022,30788253,1023,111,741,86%
3/22/2022,30788369,1033,608,135,87%
3/22/2022,30788336,1066,409,498,95%
3/22/2022,30788216,1015,602,768,94%
3/22/2022,30788336,1050,212,303,95%
3/22/2022,30788369,1063,606,558,93%
3/22/2022,30788362,1057,519,20,88%
3/22/2022,30788164,1056,602,629,94%
3/22/2022,30788164,1009,404,180,89%
3/22/2022,30788253,1054,405,338,95%
3/22/2022,30788362,1053,113,825,92%
3/22/2022,30788253,1045,514,745,93%
3/22/2022,30788369,1024,402,708,92%
3/22/2022,30788164,1023,510,296,94%
3/22/2022,30788369,1051,609,20,92%
3/22/2022,30788164,1040,613,769,85%
3/22/2022,30788369,1031,607,483,93%
3/22/2022,30788253,1066,520,634,91%
3/22/2022,30788369,1014,302,771,87%
3/22/2022,30788253,1002,516,795,95%
3/22/2022,30788336,1067,508,843,92%
3/22/2022,30788216,1052,602,923,94%
3/22/2022,30788369,1038,301,240,92%
3/22/2022,30788369,1019,306,742,89%
3/22/2022,30788164,1066,710,313,89%
3/22/2022,30788253,1003,611,644,85%
3/22/2022,30788253,1047,303,798,91%
3/22/2022,30788369,1018,115,550,94%
3/22/2022,30788362,1062,620,508,88%
3/22/2022,30788362,1063,416,43,94%
3/22/2022,30788369,1058,201,453,91%
3/22/2022,30788164,1053,407,840,88%
3/22/2022,30788164,1017,609,10,92%
3/22/2022,30788336,1030,501,504,89%
3/22/2022,30788336,1051,302,356,86%
3/22/2022,30788362,1036,604,277,94%
3/22/2022,30788164,1041,607,748,95%
3/22/2022,30788369,1021,318,256,87%
3/22/2022,30788336,1017,503,157,89%
3/22/2022,30788253,1070,412,72,85%
3/22/2022,30788336,1056,118,925,88%
3/22/2022,30788369,1002,615,589,91%
3/22/2022,30788253,1064,406,633,93%
3/22/2022,30788336,1020,515,900,95%
3/22/2022,30788253,1020,614,155,90%
3/22/2022,30788362,1038,610,381,88%
3/22/2022,30788164,1042,319,198,92%
3/22/2022,30788362,1064,617,876,87%
3/22/2022,30788336,1019,306,894,91%
3/22/2022,30788369,1001,508,266,85%
3/22/2022,30788253,1039,518,214,87%
3/22/2022,30788369,1030,507,524,85%
3/23/2022,30788253,1013,307,204,85%
3/23/2022,30788336,1028,509,141,92%
3/23/2022,30788362,1064,619,324,88%
3/23/2022,30788362,1068,612,317,86%
3/23/2022,30788216,1065,416,684,92%
3/23/2022,30788164,1008,711,96,95%
3/23/2022,30788216,1065,416,657,85%
3/23/2022,30788164,1008,711,278,85%
3/23/2022,30788336,1028,509,692,85%
3/23/2022,30788362,1064,619,209,94%
3/23/2022,30788362,1068,612,877,88%
3/23/2022,30788216,1065,416,802,92%
3/23/2022,30788164,1008,711,46,92%
3/23/2022,30788336,1028,509,42,85%
3/23/2022,30788362,1064,619,282,86%
3/23/2022,30788362,1068,612,811,86%
3/23/2022,30788216,1065,416,56,95%
3/23/2022,30788362,1032,307,420,89%
3/23/2022,30788362,1002,414,982,93%
3/23/2022,30788369,1028,611,149,92%
3/23/2022,30788253,1066,410,125,94%
3/23/2022,30788362,1005,518,183,93%
3/23/2022,30788216,1053,602,48,93%
3/23/2022,30788253,1025,502,197,89%
3/23/2022,30788164,1051,306,873,88%
3/23/2022,30788253,1039,602,648,88%
3/23/2022,30788164,1018,519,217,94%
3/23/2022,30788164,1013,611,855,88%
3/23/2022,30788164,1048,404,360,93%
3/23/2022,30788253,1009,410,576,91%
3/23/2022,30788369,1067,614,213,87%
3/23/2022,30788164,1030,312,12,94%
3/23/2022,30788362,1051,601,233,85%
3/23/2022,30788253,1038,705,800,94%
3/23/2022,30788164,1001,410,336,89%
3/23/2022,30788164,1049,602,291,88%
3/23/2022,30788362,1041,502,385,93%
3/23/2022,30788253,1056,606,992,89%
3/23/2022,30788369,1004,612,198,91%
3/23/2022,30788164,1035,520,344,86%
3/23/2022,30788216,1013,607,837,94%
3/23/2022,30788336,1046,308,921,89%
3/23/2022,30788253,1004,502,810,95%
3/23/2022,30788362,1037,612,562,95%
3/23/2022,30788164,1047,307,983,85%
3/23/2022,30788369,1002,609,15,88%
3/23/2022,30788253,1003,602,988,88%
3/23/2022,30788253,1042,702,930,91%
3/23/2022,30788362,1059,303,824,88%
3/23/2022,30788369,1052,217,219,89%
3/23/2022,30788336,1050,609,51,89%
3/23/2022,30788253,1033,514,773,94%
3/23/2022,30788253,1047,512,284,89%
3/23/2022,30788216,1063,608,97,92%
3/23/2022,30788336,1040,402,844,86%
3/23/2022,30788369,1045,606,307,90%
3/23/2022,30788336,1006,606,43,95%
3/23/2022,30788164,1032,610,742,88%
3/23/2022,30788362,1069,611,812,92%
3/23/2022,30788362,1046,508,401,87%
3/23/2022,30788253,1024,608,886,88%
3/24/2022,30788253,1020,612,950,91%
3/24/2022,30788216,1027,414,821,94%
3/24/2022,30788253,1020,610,948,88%
3/24/2022,30788336,1048,301,812,88%
3/24/2022,30788253,1030,607,827,93%
3/24/2022,30788164,1044,604,194,93%
3/24/2022,30788369,1008,613,664,90%
3/24/2022,30788369,1056,412,723,90%
3/24/2022,30788164,1035,405,500,89%
3/24/2022,30788362,1014,413,523,87%
3/24/2022,30788253,1069,508,337,95%
3/24/2022,30788362,1026,418,217,86%
3/24/2022,30788216,1031,614,61,91%
3/24/2022,30788164,1044,612,162,88%
3/24/2022,30788164,1055,315,652,85%
3/24/2022,30788253,1005,712,514,89%
3/24/2022,30788362,1060,404,102,92%
3/24/2022,30788164,1043,307,958,89%
3/24/2022,30788362,1045,620,135,94%
3/24/2022,30788253,1041,311,441,94%
3/24/2022,30788336,1001,611,434,85%
3/24/2022,30788164,1056,610,634,92%
3/24/2022,30788369,1068,519,614,86%
3/24/2022,30788253,1007,513,364,87%
3/24/2022,30788253,1015,616,768,85%
3/24/2022,30788253,1043,318,882,86%
3/24/2022,30788164,1062,603,588,92%
3/24/2022,30788164,1032,408,23,94%
3/24/2022,30788253,1043,318,750,94%
3/24/2022,30788164,1062,603,244,91%
3/24/2022,30788164,1032,408,522,88%
3/24/2022,30788253,1007,513,931,88%
3/24/2022,30788253,1015,616,854,89%
3/24/2022,30788253,1043,318,487,85%
3/24/2022,30788164,1062,603,148,85%
3/24/2022,30788164,1032,408,998,86%
3/24/2022,30788253,1007,513,633,86%
3/24/2022,30788253,1015,616,113,88%
3/24/2022,30788362,1066,509,425,88%
3/24/2022,30788164,1017,520,477,94%
3/24/2022,30788336,1039,417,905,90%
3/24/2022,30788369,1034,512,260,92%
3/24/2022,30788362,1006,609,419,90%
3/24/2022,30788253,1019,610,303,85%
3/24/2022,30788164,1020,511,926,87%
3/24/2022,30788362,1069,418,978,94%
3/24/2022,30788253,1007,716,273,86%
3/24/2022,30788164,1004,502,793,87%
3/24/2022,30788253,1043,520,913,95%
3/24/2022,30788369,1051,509,119,93%
3/24/2022,30788362,1026,311,786,95%
3/24/2022,30788369,1033,506,511,92%
3/24/2022,30788164,1014,614,739,94%
3/24/2022,30788216,1044,506,713,93%
3/24/2022,30788362,1002,412,107,85%
3/24/2022,30788369,1057,606,333,90%
3/24/2022,30788362,1028,614,946,85%
3/24/2022,30788369,1062,509,925,85%
3/24/2022,30788164,1010,404,448,92%
3/24/2022,30788164,1007,112,511,89%
3/24/2022,30788253,1066,620,639,87%
3/25/2022,30788253,1055,613,960,92%
3/25/2022,30788164,1022,118,675,94%
3/25/2022,30788336,1053,419,683,92%
3/25/2022,30788362,1052,616,988,89%
3/25/2022,30788253,1069,219,439,94%
3/25/2022,30788369,1062,106,93,94%
3/25/2022,30788164,1046,313,843,91%
3/25/2022,30788164,1001,518,283,88%
3/25/2022,30788164,1061,515,565,92%
3/25/2022,30788369,1016,513,581,91%
3/25/2022,30788369,1020,506,596,89%
3/25/2022,30788216,1059,420,834,90%
3/25/2022,30788369,1058,502,602,85%
3/25/2022,30788362,1070,611,292,90%
3/25/2022,30788164,1056,402,174,88%
3/25/2022,30788336,1025,320,766,89%
3/25/2022,30788369,1017,619,790,88%
3/25/2022,30788253,1014,612,212,91%
3/25/2022,30788336,1049,610,536,89%
3/25/2022,30788336,1062,605,911,87%
3/25/2022,30788164,1010,618,297,88%
3/25/2022,30788369,1062,519,625,89%
3/25/2022,30788362,1034,104,861,92%
3/25/2022,30788164,1069,614,748,85%
3/25/2022,30788336,1039,502,33,87%
3/25/2022,30788164,1028,509,668,89%
3/25/2022,30788253,1044,408,10,92%
3/25/2022,30788164,1052,503,410,85%
3/25/2022,30788253,1018,409,559,88%
3/25/2022,30788336,1049,605,864,93%
3/25/2022,30788362,1028,615,628,94%
3/25/2022,30788164,1009,215,819,85%
3/25/2022,30788253,1004,620,220,90%
3/25/2022,30788253,1028,216,391,85%
3/25/2022,30788253,1011,605,63,87%
3/25/2022,30788216,1070,504,534,93%
3/25/2022,30788253,1051,516,898,89%
3/25/2022,30788253,1050,512,889,93%
3/25/2022,30788362,1038,616,713,94%
3/25/2022,30788362,1002,620,713,94%
3/25/2022,30788369,1043,417,865,89%
3/25/2022,30788253,1058,420,656,89%
3/25/2022,30788362,1038,616,346,94%
3/25/2022,30788362,1002,620,598,90%
3/25/2022,30788369,1043,417,983,86%
3/25/2022,30788253,1058,420,526,85%
3/25/2022,30788253,1050,512,308,85%
3/25/2022,30788362,1038,616,561,95%
3/25/2022,30788362,1002,620,871,90%
3/25/2022,30788369,1043,417,141,85%
3/25/2022,30788253,1058,420,416,87%
3/25/2022,30788253,1050,512,422,87%
3/25/2022,30788362,1038,616,636,88%
3/25/2022,30788253,1003,716,529,88%
3/25/2022,30788164,1056,619,948,95%
3/25/2022,30788164,1049,514,110,85%
3/25/2022,30788164,1038,413,972,92%
3/25/2022,30788336,1024,707,412,89%
3/25/2022,30788216,1047,419,717,92%
3/25/2022,30788369,1031,512,266,89%
3/25/2022,30788253,1055,310,558,93%
3/26/2022,30788253,1065,412,777,95%
3/26/2022,30788369,1020,508,471,87%
3/26/2022,30788336,1054,710,667,94%
3/26/2022,30788369,1001,618,663,87%
3/26/2022,30788253,1069,111,378,90%
3/26/2022,30788336,1008,502,683,88%
3/26/2022,30788369,1027,615,105,89%
3/26/2022,30788164,1041,517,890,87%
3/26/2022,30788164,1028,513,274,86%
3/26/2022,30788369,1021,615,107,91%
3/26/2022,30788164,1028,612,859,93%
3/26/2022,30788336,1028,411,813,86%
3/26/2022,30788369,1054,502,409,92%
3/26/2022,30788362,1048,614,980,91%
3/26/2022,30788253,1043,305,862,91%
3/26/2022,30788164,1036,606,312,89%
3/26/2022,30788164,1070,501,297,93%
3/26/2022,30788253,1052,701,36,95%
3/26/2022,30788369,1042,602,694,85%
3/26/2022,30788164,1013,515,115,90%
3/26/2022,30788362,1038,614,311,88%
3/26/2022,30788253,1034,618,47,95%
3/26/2022,30788253,1034,605,88,85%
3/26/2022,30788216,1048,614,71,86%
3/26/2022,30788216,1061,109,531,95%
3/26/2022,30788362,1065,603,190,85%
3/26/2022,30788216,1065,610,258,89%
3/26/2022,30788216,1045,614,301,95%
3/26/2022,30788216,1009,305,26,88%
3/26/2022,30788216,1019,401,387,92%
3/26/2022,30788369,1022,608,648,89%
3/26/2022,30788253,1030,602,212,94%
3/26/2022,30788216,1043,515,413,88%
3/26/2022,30788369,1063,614,475,85%
3/26/2022,30788362,1001,407,326,89%
3/26/2022,30788216,1052,511,937,89%
3/26/2022,30788216,1014,109,959,86%
3/26/2022,30788362,1014,407,710,89%
3/26/2022,30788253,1056,512,294,90%
3/26/2022,30788369,1021,619,147,93%
3/26/2022,30788253,1004,319,62,89%
3/26/2022,30788369,1067,607,795,92%
3/26/2022,30788253,1052,110,619,87%
3/26/2022,30788369,1043,616,278,86%
3/26/2022,30788164,1007,103,815,86%
3/26/2022,30788253,1068,509,535,93%
3/26/2022,30788369,1051,601,340,94%
3/26/2022,30788216,1065,510,261,85%
3/26/2022,30788369,1046,508,691,87%
3/26/2022,30788362,1030,214,864,87%
3/26/2022,30788253,1020,512,832,91%
3/26/2022,30788164,1041,606,240,85%
3/26/2022,30788362,1035,518,756,95%
3/26/2022,30788253,1033,604,896,93%
3/26/2022,30788369,1054,419,231,89%
3/26/2022,30788253,1054,403,680,93%
3/26/2022,30788369,1010,402,644,85%
3/26/2022,30788253,1062,712,62,92%
3/26/2022,30788336,1006,619,699,88%
3/26/2022,30788336,1055,609,138,85%
3/26/2022,30788369,1042,417,530,90%
3/27/2022,30788369,1042,417,436,93%
3/27/2022,30788336,1055,609,350,87%
3/27/2022,30788369,1042,417,968,91%
3/27/2022,30788336,1055,609,557,85%
3/27/2022,30788336,1030,708,115,86%
3/27/2022,30788164,1042,505,749,86%
3/27/2022,30788369,1035,406,589,87%
3/27/2022,30788253,1002,209,777,88%
3/27/2022,30788216,1056,513,737,86%
3/27/2022,30788164,1025,612,640,94%
3/27/2022,30788164,1021,520,970,89%
3/27/2022,30788369,1059,311,980,92%
3/27/2022,30788369,1056,4,444,94%
3/27/2022,30788164,1057,606,663,86%
3/27/2022,30788164,1054,604,333,87%
3/27/2022,30788362,1051,317,910,91%
3/27/2022,30788369,1022,601,433,88%
3/27/2022,30788369,1042,417,917,94%
3/27/2022,30788369,1017,614,424,95%
3/27/2022,30788164,1064,620,658,93%
3/27/2022,30788253,1060,609,860,92%
3/27/2022,30788369,1027,604,47,87%
3/27/2022,30788253,1022,419,183,91%
3/27/2022,30788253,1010,505,800,93%
3/27/2022,30788216,1044,303,832,85%
3/27/2022,30788362,1053,109,285,88%
3/27/2022,30788164,1005,309,601,85%
3/27/2022,30788164,1017,609,321,95%
3/27/2022,30788253,1028,417,642,89%
3/27/2022,30788362,1011,417,677,92%
3/27/2022,30788362,1032,309,408,88%
3/27/2022,30788253,1067,510,789,94%
3/27/2022,30788369,1036,614,193,88%
3/27/2022,30788164,1053,612,960,88%
3/27/2022,30788164,1045,506,656,94%
3/27/2022,30788164,1053,611,993,92%
3/27/2022,30788253,1022,401,955,90%
3/27/2022,30788253,1059,405,740,87%
3/27/2022,30788253,1049,602,453,94%
